candidates,dims,energy_network_ms,logsumexp_ms,normalization_fraction
1024,32,8.475833106786013,0.22791605442762375,0.0261859631069427
8192,32,69.22237481921911,1.9528751727193594,0.02743755972673855
65536,32,566.7548750061542,15.711250016465783,0.02697367167207473
